source_path,source,original_split,split,raw_label,label,label_index,sha256,width,height,channels,image_format,status,reason,canonical_path
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5603.png,archive (3),train,train,neutral,neutral,4,10fd8b2580dde0bf5bf6e5cb739db051270c68c5140e18c18dbee1122edbaecf,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5604.png,archive (3),train,train,neutral,neutral,4,8f199326d813f8c9022133f86d74cdd36f3cceeb7cc00c45a02c306550617a4d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5605.png,archive (3),train,train,neutral,neutral,4,56f66669d26d42ffb6c6b5c47eee344cc2e9363e683e5f107b2a7c8ca1b73d07,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5606.png,archive (3),train,train,neutral,neutral,4,f11075588bb3cbe12a018c7daeaa22815f36caa65fcffaee03b1f528f118617c,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5607.png,archive (3),train,train,neutral,neutral,4,8c2deee2b5d3b3091da37b1fd0e520b5d6bd2b0f714adb2d4e1982d0a41cabd1,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5608.png,archive (3),train,train,neutral,neutral,4,d9465e558549dd74fb1de6620545a95299e95455a8c6817cedb4e8f8091e2299,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5609.png,archive (3),train,train,neutral,neutral,4,288a5eff5b33c53c834a4fb9add77e14b3ccf9fc3843e98afe7e762eb0e9dcad,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5610.png,archive (3),train,train,neutral,neutral,4,e50e0c4e149b28f615639056b19ee2429a4fb5fd126ee32b4c01305bb8b4bfca,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5611.png,archive (3),train,train,neutral,neutral,4,e52222e3d8cdc9b1084d4ac6f22589a67823d41b1e2a875eeedd36aa362c678a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5612.png,archive (3),train,train,neutral,neutral,4,ee020af54c5abb57d63fce44d371b89e83e17a7c4d8da576f6691961837d9b3a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5613.png,archive (3),train,train,neutral,neutral,4,3c054878de3b9962540166ccd8d899dcb36c87617f1eb395c66827ab2f0d746b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5614.png,archive (3),train,train,neutral,neutral,4,ee64ab529aec817736b06ab65ee6174511a4431f43236d0b2c7390708477ef83,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5615.png,archive (3),train,train,neutral,neutral,4,a19bae4cf706d94e5aa7d53e117a548a02afaed80f23cf5759c908d6a5e8cfd7,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5616.png,archive (3),train,train,neutral,neutral,4,e0a8cbf4fe65defd0d994abe0e5d2ab6f087b67fc9fbd2ba6dd02e38437d0ab6,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5617.png,archive (3),train,train,neutral,neutral,4,7cc1b22cacb568b2569d1eb983a49213533714804e5f2fe64e33e991363ed7d7,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5618.png,archive (3),train,train,neutral,neutral,4,b8d215710f4ca95abd83514e4e0a055cd9f46ed122f17bac2544e17b65d44e84,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5619.png,archive (3),train,train,neutral,neutral,4,91f0e58c1f62a05cefb9273553373491fc1045fcc5ab2dc787d78045f0fea109,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5620.png,archive (3),train,train,neutral,neutral,4,553255fd3fd1581464d1ed772d2900f298e09557ba7e9fe0d47f0b3f36fc41c1,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5621.png,archive (3),train,train,neutral,neutral,4,444daa6dbe9841e27c3cd62fdff033067a758fc2f7e4b7a246419442a32d7d67,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5622.png,archive (3),train,train,neutral,neutral,4,bea5ae02810febe6a5b845ae26b165987208840c03f68eacfd1ce86b0086f943,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5623.png,archive (3),train,train,neutral,neutral,4,4af12b596f97de038042e2b6e8f46ef7e126231868dd3592636bff0a270b139f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5624.png,archive (3),train,train,neutral,neutral,4,dcddc7e7d3e366f051313be9a3542c73671df155739a7b2feef32bc1a5cbf553,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5625.png,archive (3),train,train,neutral,neutral,4,53427b8c2ae05e44da53c62cccd57ae20ac71a4baa57f259f76ef4b1183ed5b9,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5626.png,archive (3),train,train,neutral,neutral,4,b28f95d0caafafc919cf4864e15b70e7d0da87fe08939b82c168ee35949f30cb,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5627.png,archive (3),train,train,neutral,neutral,4,fe8afe74208f3b5f16a66fe8e9c765d6e35735e936b8637b2fdba2ab8a69efee,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5628.png,archive (3),train,train,neutral,neutral,4,59aff828d9b88de438f9c63d521dc33851fb01e989d87e37c34d3e6bc56e2c83,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5629.png,archive (3),train,train,neutral,neutral,4,3a96102568cd3d3833386a030036bad09bbe8c84dc09dce85dc7a6427d180594,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5630.png,archive (3),train,train,neutral,neutral,4,c57de7a433c22ef42f0e094c2ba52590776d2a9cb69d2ab332ca09e5d76d14d9,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5631.png,archive (3),train,train,neutral,neutral,4,755e91d63798e7145c6fb9572d423143ce7b11476f4ec697928106b6f7b62830,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5632.png,archive (3),train,train,neutral,neutral,4,d6c61a924b5fcf1ead551e110630bbfebb6a62fee6b225396249dea37dda011c,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5633.png,archive (3),train,train,neutral,neutral,4,93729e82878b3ed9eb94bb02ecbf2f87fb082e650fd8db83fffcae9827540f0b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5634.png,archive (3),train,validation,neutral,neutral,4,555b04fdce692f97986a6a989c04701b9ae652959edacadf3c1f81821fe3de90,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5635.png,archive (3),train,train,neutral,neutral,4,576f4cd339e3ef31cfe16928f0224aaf1df6cbf5167c7abe87509c4eaaa75fb4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5636.png,archive (3),train,train,neutral,neutral,4,9ebeba6b49491a878bd6cbba2d5e0b7c92e6eab0bb0ab819abeefed0a684ed3e,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5637.png,archive (3),train,validation,neutral,neutral,4,b6eec54e02eb5682ba0cb5c8cfd5bc3ee2545ef2627dfdc137557c3c2048617a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5638.png,archive (3),train,train,neutral,neutral,4,355fbaacba32d9c603ec58cdcff2619465258f778aaf013bd91ffece0389ade3,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5639.png,archive (3),train,train,neutral,neutral,4,efd5ad60b3d1cae5801f0d79d5d7c070a19a72baf67198423fe283c226af7de3,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5640.png,archive (3),train,train,neutral,neutral,4,4903b8fca2099fae142937d7175cf684d77ea725aa18047c265cc958c3a7bf38,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5641.png,archive (3),train,train,neutral,neutral,4,d3f1e8d64a2df9e7300571d4a4f3f2f00da459932fe8d0a7091e19ebcd4feea4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5642.png,archive (3),train,train,neutral,neutral,4,3e9b63319c9a75b80d2854eb8d8d1d02efe05dd3c551fe87fd995b290abdadfa,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5643.png,archive (3),train,train,neutral,neutral,4,562d2c9953492834ef446bc525fb851ece577283e0e0aebf7b79a62e82f58756,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5644.png,archive (3),train,train,neutral,neutral,4,cfc1a26fc0dac43e053254fe31572dd36d3c221fa54f20ccd9df4ea0d6f48f6c,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5645.png,archive (3),train,train,neutral,neutral,4,c99f76e586c59b9c5bf3e3f0409cb5b33a9e29fd504546382fac56c6ddfd0e66,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5646.png,archive (3),train,train,neutral,neutral,4,2fa20501a9aea11405d32bf72a04d140fa79b5e3c9204a66abd4a274fab4e167,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5647.png,archive (3),train,train,neutral,neutral,4,a67474cae6e56dcb1ff474a24feb9fa874c65dd5e5a012f6945bca17a506f315,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5648.png,archive (3),train,train,neutral,neutral,4,4388eb872950fc8b3788706eb38929feaddfb7786a6729f7b2dda779860d699b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5649.png,archive (3),train,validation,neutral,neutral,4,38dafb5acb81242bcf5a5cfc0d9688a304ca77acee094eb2759ccb31f785d8a2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5650.png,archive (3),train,train,neutral,neutral,4,7ba82bc1bbeaa15f1a8a1ed91aff82450f32bf4d2a9f9ea7f68975aaffb01e2b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5651.png,archive (3),train,validation,neutral,neutral,4,338354939cafce997c0cbc249e9eaab76ce7a041602ef94ba2bc091bdc6fd58f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5653.png,archive (3),train,train,neutral,neutral,4,6b42a8edc8f80694732761653d7eded154d979e73efbd4a1408d030a41e3b087,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5654.png,archive (3),train,train,neutral,neutral,4,34d814bd1bd484c10146a55326c97f29a092697672383e74180b73663189a7ae,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5655.png,archive (3),train,validation,neutral,neutral,4,7cbdfd363ac5d1f4031d828bb04ec990f22ce8b4a73748f941e654a7aa5204d5,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5656.png,archive (3),train,train,neutral,neutral,4,9fbd4ae8d073b19d66ff57388d4b87ff94138f73d829cf3a89de625432b81175,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5657.png,archive (3),train,train,neutral,neutral,4,a3bbc9214ac0be48c52463eac0a52ce4a603c0a68f790ed7456542b10de3d2e0,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5658.png,archive (3),train,train,neutral,neutral,4,42e9ab3a6bfa218accf60bb930d036b61cdc5c1218f30019675116b82efe59d2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5659.png,archive (3),train,train,neutral,neutral,4,f50ce0226d484c8e7a96bdfa3710c73782e2f5111bd20b5e3214ae3bfd064631,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5660.png,archive (3),train,train,neutral,neutral,4,87601d9f01e9f5dd86600cc10b56f5462892f69e5de7410ae2668cfc04ac2801,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5661.png,archive (3),train,train,neutral,neutral,4,a1166f51f83e3508ccba3468287b90c881743ea4948e4292f568bc981c6d1fbd,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5662.png,archive (3),train,train,neutral,neutral,4,34686ae8623425712bb7bf1b1516c0714ad9d6cc6bd42c609fff56005d1f0940,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5663.png,archive (3),train,train,neutral,neutral,4,98408a425aff943910cc9baf58bf2270b9b0462d9586a65e46a65ce212009682,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\ffhq_5664.png,archive (3),train,train,neutral,neutral,4,71a3420113a5b4a29ae9272dc353f3882c9ef4591a2471b9d63732f5a1304afc,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0000879.jpg,archive (3),train,validation,neutral,neutral,4,c7f4a1ebcdfa330312c1c36c72a069e14a728a84ab21c34a8ea028d31c646816,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0000939.jpg,archive (3),train,train,neutral,neutral,4,b87b27271cf592b30b581e60c7c1f35c9cc381cf3e63b06c8637eaf4982373e9,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0002899.jpg,archive (3),train,train,neutral,neutral,4,46bf96613ee8cd9a923f1b38702b5e3ac0fd4e484772669dc5afbabb85317e76,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0006632.jpg,archive (3),train,train,neutral,neutral,4,e46830afc3ee43b607d89cd8e807b0c4934087c9c3a5d23778f4f8ae7c4fba70,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0006723.jpg,archive (3),train,validation,neutral,neutral,4,1415c06404ebf957d931cfbae2650cf84502023e09ea12c981975c7d8673568f,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0010108.jpg,archive (3),train,validation,neutral,neutral,4,6b2b47f9738d327a0a35d30f6874541717c0a746519f5e704ef1ae17a7272868,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0013985.jpg,archive (3),train,train,neutral,neutral,4,aedc1c56aa59ff46d2334cc71a2454f813aa4bebf92d14e2113ef545ec2b9cb8,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0013998.jpg,archive (3),train,train,neutral,neutral,4,c0ec735d5b17f09b0e9b78a9ff3cd53ad6e88882b8e8dc0dcab4f0984f9659d9,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014042.jpg,archive (3),train,validation,neutral,neutral,4,ec8d5f71a13faa5cea4baaa55b6226831d08e4eab788720e6b3defc05bd16366,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014239.jpg,archive (3),train,train,neutral,neutral,4,0eaccb16e09acbe8f3d4db335cbaea8fea7d6ec741580032eadaac1721c46c53,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014283.jpg,archive (3),train,train,neutral,neutral,4,b1c4e6dfd14c3c7f23f05720a429af38a2f393e4d74d14b2b366b34da643376f,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014286.jpg,archive (3),train,,neutral,neutral,4,bf20aee1a85802f2733bbb5cb9ce4f676eb5968f34761bb00c50349b2c6e34da,96,96,3,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\archive (3)\Train\neutral\image0014294.jpg,archive (3),train,validation,neutral,neutral,4,4e6fccf75a8a20c68afd936a6532058144b7328538ee8885bfe2a9b9145eb389,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014465.jpg,archive (3),train,train,neutral,neutral,4,aa9184f1f257bf8d6f4e42096093b6b4ab296b69b83361bf2042eb8be5e85b6d,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014476.jpg,archive (3),train,train,neutral,neutral,4,2b7a943d3ef8d6adb47eb65ac2731f1a76d0b71f6ff1f073041747b797866251,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014496.jpg,archive (3),train,train,neutral,neutral,4,a88193b024645ef72e366c1e7e794efb447670faa9e587cb60b2e0b4d77cb5c6,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014532.jpg,archive (3),train,train,neutral,neutral,4,87dcfe203ec99b52a023c3be79f9099a7fe0d26e5d43b8f312d1a4fcbe7c6df1,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014758.jpg,archive (3),train,train,neutral,neutral,4,478969383227e2c90e6b0a93e14944fcebd46aa5f2f5d1410aba010daf875090,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014941.jpg,archive (3),train,train,neutral,neutral,4,5b6debf586880f1886a38f4e94696c2809126f6eca0f24b15450cd77deca17f4,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0014997.jpg,archive (3),train,train,neutral,neutral,4,69f3f515825761876f4cda9ac078c9a2315c9f59e9b409f2fae957c00b6fdd8f,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015048.jpg,archive (3),train,train,neutral,neutral,4,3eef41ad332f1c0698c4d1f826278125fb3b1dcce672ecfa8fd748ca468a9ddd,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015250.jpg,archive (3),train,validation,neutral,neutral,4,74d3f8aae729ebb2c49263b0efe86560179fe742ee139bd8f60ec4d60a58724d,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015262.jpg,archive (3),train,train,neutral,neutral,4,69fb436d72141cf37dd98a39e01331216f4d4c80d3504e6f23555e353b674f40,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015342.jpg,archive (3),train,train,neutral,neutral,4,63a41e1bed396aad0df5b290219fbd5110c49aaa7b724ba3ee8fa96164eee6f7,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015462.jpg,archive (3),train,train,neutral,neutral,4,4720b94eedf882f7b05701e970a6431cca9c4bf13ee1e781e0d6aa898399114a,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015510.jpg,archive (3),train,train,neutral,neutral,4,2d59880885208b8ca2f1f2bdc7bcca5db5e515108d7f2f7ba5f226e61bebdf16,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015518.jpg,archive (3),train,train,neutral,neutral,4,1c5770a77c96e054b55cbfcf1120ba346b1f9aa49d19a7bc26f6afcb8c456ef8,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015635.jpg,archive (3),train,train,neutral,neutral,4,284fa9becd6ac27a68f1ab43b8ae3200ba91c1f784c0bc5865b09d077fa4bb45,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0015697.jpg,archive (3),train,train,neutral,neutral,4,17816a251a729a9e5a6d6b91714d56cb23984b3481f39143d0ef1b3721c42511,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016093.jpg,archive (3),train,train,neutral,neutral,4,8d1e83f8bf32acaf74ba5a903d3b2eb98f3357ff7da819a145d7d39b1686d832,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016112.jpg,archive (3),train,train,neutral,neutral,4,cb6c8ba3766bc9859e892b3aa541f08bf281059994be55223ca4cbcb6327f529,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016125.jpg,archive (3),train,train,neutral,neutral,4,5fcc080f52893b838cacb274707a7e9d6e0868c9444f66f206ed4a0a2e16b312,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016153.jpg,archive (3),train,train,neutral,neutral,4,83af79c82c45be9bffd30909594694b7465c13452b0afc69d4e8319799e03484,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016197.jpg,archive (3),train,train,neutral,neutral,4,46cee84dae3ab4219b1dc052d4a6b08197875ff86c36add6d51a0c80c4a39cca,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016322.jpg,archive (3),train,train,neutral,neutral,4,659d09781480b0be896fe2dd3f59d8e33c9e961ec3aa96763ccc55faea9f3af6,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016706.jpg,archive (3),train,train,neutral,neutral,4,c66dcb112bd259f49586cd8ee1c5735fef5270b2d0d92015c9d314fede925a6a,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016793.jpg,archive (3),train,train,neutral,neutral,4,ef4cf29e2b7f3a081428f0cebda78f23aac2abc4201db2ee86464f9eb954866f,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0016821.jpg,archive (3),train,train,neutral,neutral,4,5e7273391c183e8ccc6aaf781edae20711908e94425c4b4a4b6f948498ac4383,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0018903.jpg,archive (3),train,train,neutral,neutral,4,cf810682e38fb965691ab8bcbaa3fc95c3fd41d3657604bdfae574b815ca67a1,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0021813.jpg,archive (3),train,train,neutral,neutral,4,83c707204f2da298ce549ea64c09b4e841c068e41d1bc43905e6fb2bc86695eb,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0021856.jpg,archive (3),train,validation,neutral,neutral,4,932275df5e680dc219a17feca86ff5002d6974de831510998e287434d6c6da7a,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0021886.jpg,archive (3),train,train,neutral,neutral,4,f5e98366ddaeacbab9988641d4da43d4dcde6f632f968108e7b3e0dba9b91a74,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0021913.jpg,archive (3),train,train,neutral,neutral,4,66475818e8b744a7cbc66a81469f8b395c0d1ac11a905cddccc4cd075a5592d0,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022220.jpg,archive (3),train,train,neutral,neutral,4,36778686c45f3d324696e28187d52effeafe2ce2bd87f0aaedf23026f153590a,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022287.jpg,archive (3),train,train,neutral,neutral,4,718fe4baf593f4adcee31a63c713e1bd1dd22746373e86980f0254de3f40efc4,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022295.jpg,archive (3),train,train,neutral,neutral,4,dd41bc58e8bf0f69afa96ba7e3c4050ab1b73cf2c34778e7f35b5d77a4e7da82,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022352.jpg,archive (3),train,train,neutral,neutral,4,274ba86b1c48f1219c1b9f6685678a02b0af94c3de96a9c1dc571a70e1faddc8,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022379.jpg,archive (3),train,train,neutral,neutral,4,2dbf87961d11773efe1acca35b38f2faf55227c25bf1cd48d10532de75f4de56,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022382.jpg,archive (3),train,train,neutral,neutral,4,8c26ab6c039a54687f14558a4ed6c525258c73f199f1c7bf6d76e55a991152ca,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022384.jpg,archive (3),train,train,neutral,neutral,4,5d39999e91e9aa02d8f845c44bb482355b451aeffb2a07d6215c36d6bd4d7105,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022449.jpg,archive (3),train,train,neutral,neutral,4,624c47eac7f8e4845d06416153486517ecb8e77a10223a3a72522cefcbbcbd0f,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022536.jpg,archive (3),train,train,neutral,neutral,4,7c3ce2aa8c50535adfe9223b66338f329983fcd0f460d94bee6813b4e9fa1208,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022731.jpg,archive (3),train,train,neutral,neutral,4,6e77b514592ad029c68cdd8fc953e46d966a8b0ef658664ada6d1766e9dce309,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022736.jpg,archive (3),train,validation,neutral,neutral,4,824181feee214be095ecf078e05796101f5dc7ea5edaee7e00f6b7090861a274,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022739.jpg,archive (3),train,validation,neutral,neutral,4,9fdf7194d47b576cc67ccfe5cb38998e5418f04a1248fe6697b6f4ad266c0f2d,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022873.jpg,archive (3),train,train,neutral,neutral,4,3ca4af28f09b1fd8a1d7241bce2d2d0aa71f9e89c4a6570b1fd89a95b58a1365,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0022983.jpg,archive (3),train,train,neutral,neutral,4,afe2fe04c828e8be19b9e683ca1a1263be4a8f76e916c69e7c66d657bb25cd3a,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0023293.jpg,archive (3),train,train,neutral,neutral,4,226ab9b2212f872e6561bb4451c581a291d8737446dc0666ded034d6b0f5de74,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0024448.jpg,archive (3),train,train,neutral,neutral,4,2de6837143ecab9343f2ba43618517e08414c88d7581ffe2ee43023107d2e0c9,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0027781.jpg,archive (3),train,train,neutral,neutral,4,b47bd147a1d761d7700aaf4b82845aeb69412f389d825e1167954709ff92951a,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0027804.jpg,archive (3),train,train,neutral,neutral,4,b8437262e7dd9703e3c364d50f7cb2300e87f5dabc9a0aa1beaf95b2b845de3d,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0028007.jpg,archive (3),train,validation,neutral,neutral,4,dcccd171fab0c7d02207a344770942d9899ecde648028e80285db75b0b2a47fa,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0029002.jpg,archive (3),train,train,neutral,neutral,4,769b5a183c3a38d13b31977613f7bd5eacb4596aea4c06b1a368458b979d34a9,96,96,3,JPEG,included,directory,
K:\人脸数据集\archive (3)\Train\neutral\image0029082.jpg,archive (3),train,train,neutral,neutral,4,795ec12b009decf09bd53735fdc989c156cd58e96b52451d3921dc9f66cfab12,96,96,3,JPEG,included,directory,
